0.432000	-0.662693	0.000251	0.358743	0.001949	0.439794	0.166676	5.174310	0.071683	155.563797	1.815686
0.432100	-0.663260	0.000246	0.364217	0.001928	0.440519	0.169806	4.953445	0.077430	152.175634	1.598951
0.432200	-0.663984	0.000251	0.365300	0.001956	0.441502	0.171719	5.143745	0.069506	156.773756	1.722397
0.432300	-0.664222	0.000249	0.369091	0.001932	0.441813	0.173542	5.097755	0.070063	152.836358	1.503912
0.432400	-0.664996	0.000250	0.369438	0.001964	0.442845	0.175073	5.122632	0.063528	158.058783	1.633534
0.432500	-0.665137	0.000251	0.368413	0.001954	0.443037	0.173920	5.161275	0.076437	156.431734	1.713289
0.432600	-0.665635	0.000258	0.368545	0.001973	0.443735	0.174746	5.455085	0.077385	159.418787	1.788905
0.432700	-0.666498	0.000254	0.377247	0.001968	0.444862	0.181039	5.264220	0.067915	158.614823	1.625768
0.432800	-0.667472	0.000254	0.384359	0.001977	0.446162	0.186830	5.266001	0.071607	160.142855	1.748825
0.432900	-0.667395	0.000256	0.384437	0.001968	0.446071	0.186500	5.363097	0.076937	158.549912	1.728913
0.433000	-0.668448	0.000253	0.387401	0.001963	0.447463	0.188622	5.237882	0.071665	157.869663	1.777650
0.433100	-0.668719	0.000252	0.388112	0.001950	0.447821	0.188638	5.211455	0.078070	155.678120	1.908314
0.433200	-0.669198	0.000255	0.394995	0.001971	0.448478	0.194879	5.343020	0.087277	159.164057	1.699470
0.433300	-0.669758	0.000255	0.397306	0.001958	0.449228	0.196168	5.345597	0.071529	156.939372	2.033179
0.433400	-0.669981	0.000257	0.391315	0.001992	0.449536	0.192791	5.419963	0.066050	162.462437	1.610625
0.433500	-0.670505	0.000255	0.394527	0.001995	0.450226	0.195448	5.313648	0.080895	163.005413	2.065287
0.433600	-0.671315	0.000259	0.402465	0.001984	0.451334	0.201322	5.489566	0.070693	161.154178	1.869851
0.433700	-0.671888	0.000259	0.402146	0.002007	0.452104	0.202014	5.489215	0.075486	165.039587	1.981856
0.433800	-0.672059	0.000259	0.401486	0.001993	0.452333	0.200902	5.482186	0.072518	162.656773	1.736460
0.433900	-0.673135	0.000259	0.406911	0.001990	0.453782	0.205174	5.497868	0.073391	162.189074	2.344859
0.434000	-0.673584	0.000260	0.410246	0.001996	0.454394	0.208139	5.557911	0.066561	163.172555	2.030264
0.434100	-0.674272	0.000260	0.417317	0.001977	0.455321	0.213253	5.558220	0.073902	160.150949	2.043074
0.434200	-0.674516	0.000261	0.420359	0.001967	0.455653	0.215400	5.586882	0.077607	158.508399	1.824096
0.434300	-0.674681	0.000260	0.414277	0.002005	0.455869	0.211834	5.520033	0.068769	164.694465	2.114936
0.434400	-0.675937	0.000264	0.425383	0.001999	0.457586	0.220905	5.694971	0.079374	163.654048	2.346496
0.434500	-0.677022	0.000264	0.428266	0.002013	0.459058	0.223944	5.725294	0.077691	166.018844	1.827181
0.434600	-0.677210	0.000260	0.434587	0.001962	0.459291	0.227371	5.555913	0.085154	157.715701	2.116878
0.434700	-0.677978	0.000261	0.437587	0.001988	0.460338	0.230992	5.599776	0.067030	161.829841	2.413635
0.434800	-0.678232	0.000263	0.438798	0.001976	0.460689	0.231585	5.654992	0.084358	159.915256	2.241524
0.434900	-0.678061	0.000261	0.431871	0.001992	0.460448	0.226173	5.576786	0.077106	162.448571	2.161811
0.435000	-0.678771	0.000263	0.438375	0.001994	0.461422	0.231945	5.663665	0.084137	162.909433	2.219667
0.435100	-0.678720	0.000263	0.436347	0.002001	0.461356	0.230417	5.686340	0.072422	163.914468	2.354744
0.435200	-0.681265	0.000264	0.457751	0.001944	0.464817	0.247314	5.691946	0.075465	154.738077	2.449721
0.435300	-0.680963	0.000265	0.453278	0.001964	0.464413	0.244032	5.758718	0.077630	157.984715	2.794935
0.435400	-0.682076	0.000265	0.455744	0.001964	0.465929	0.246264	5.747758	0.085510	157.949641	2.640419
0.435500	-0.681695	0.000263	0.457243	0.001962	0.465399	0.247548	5.663007	0.075489	157.604027	2.667557
0.435600	-0.682504	0.000266	0.457988	0.001963	0.466520	0.248268	5.801320	0.086266	157.755385	2.316396
0.435700	-0.682963	0.000267	0.462128	0.001975	0.467152	0.252583	5.845360	0.070293	159.829197	2.649831
0.435800	-0.683316	0.000269	0.460760	0.001985	0.467643	0.251693	5.916419	0.072260	161.351460	2.543183
0.435900	-0.684352	0.000263	0.471045	0.001925	0.469032	0.258941	5.680950	0.076963	151.785449	2.574093
0.436000	-0.684640	0.000267	0.472047	0.001939	0.469446	0.260409	5.843687	0.071171	153.931120	2.674173
0.436100	-0.685864	0.000264	0.475781	0.001957	0.471107	0.264680	5.716342	0.073738	156.930265	2.559569
0.436200	-0.685846	0.000265	0.473816	0.001971	0.471088	0.263360	5.767591	0.070236	159.163916	2.731027
0.436300	-0.685457	0.000262	0.470836	0.001955	0.470536	0.259903	5.609338	0.072842	156.533459	2.642148
0.436400	-0.686899	0.000267	0.479548	0.001952	0.472540	0.268075	5.822189	0.077387	156.090741	2.788669
0.436500	-0.688094	0.000265	0.487985	0.001932	0.474178	0.275444	5.769277	0.076586	152.840640	2.795701
