0	-0.718750
1	-0.656250
2	-0.562500
3	-0.562500
4	-0.468750
5	-0.437500
6	-0.375000
7	-0.343750
8	-0.375000
9	-0.406250
10	-0.281250
11	-0.281250
12	-0.312500
13	-0.312500
14	-0.218750
15	-0.218750
16	-0.218750
17	-0.218750
18	-0.187500
19	-0.250000
20	-0.218750
21	-0.156250
22	-0.093750
23	-0.156250
24	-0.093750
25	-0.093750
26	-0.187500
27	-0.093750
28	-0.187500
29	-0.218750
30	-0.156250
31	-0.093750
32	-0.093750
33	-0.187500
34	-0.093750
35	-0.093750
36	-0.031250
37	-0.031250
38	-0.062500
39	0.031250
40	-0.000000
41	-0.031250
42	0.093750
43	0.093750
44	0.125000
45	0.125000
46	0.125000
47	0.031250
48	0.031250
49	-0.000000
50	-0.093750
51	-0.093750
52	-0.062500
53	-0.093750
54	-0.031250
55	-0.093750
56	-0.093750
57	-0.031250
58	-0.031250
59	-0.062500
60	-0.031250
61	-0.031250
62	-0.000000
63	0.062500
64	0.093750
65	0.062500
66	0.125000
67	0.156250
68	0.062500
69	0.062500
70	0.031250
71	-0.000000
72	-0.062500
73	-0.093750
74	-0.093750
75	-0.093750
76	-0.093750
77	-0.031250
78	-0.000000
79	0.031250
80	0.031250
81	-0.031250
82	-0.031250
83	-0.093750
84	-0.062500
85	-0.156250
86	-0.062500
87	-0.031250
88	-0.000000
89	-0.031250
90	0.062500
91	0.031250
92	0.062500
93	0.062500
94	-0.000000
95	-0.093750
96	-0.156250
97	-0.093750
98	-0.031250
99	-0.062500
100	-0.125000
101	-0.156250
102	-0.093750
103	-0.062500
104	-0.000000
105	-0.093750
106	-0.093750
107	-0.125000
108	-0.125000
109	-0.031250
110	0.062500
111	0.031250
112	-0.031250
113	-0.031250
114	-0.062500
115	-0.062500
116	-0.093750
117	-0.187500
118	-0.218750
119	-0.093750
120	-0.000000
121	-0.000000
122	0.062500
123	0.031250
124	0.062500
125	0.093750
126	0.062500
127	-0.000000
128	0.031250
129	-0.031250
130	-0.031250
131	-0.031250
132	-0.031250
133	-0.062500
134	-0.062500
135	-0.000000
136	-0.000000
137	-0.125000
138	-0.093750
139	-0.093750
140	-0.156250
141	-0.125000
142	-0.125000
143	-0.031250
144	-0.031250
145	-0.093750
146	-0.093750
147	-0.093750
148	-0.000000
149	-0.000000
150	-0.000000
151	0.031250
152	0.093750
153	0.093750
154	-0.062500
155	-0.093750
156	-0.125000
157	-0.031250
158	-0.031250
159	-0.062500
160	-0.062500
161	-0.156250
162	-0.093750
163	-0.125000
164	-0.218750
165	-0.156250
166	-0.156250
167	-0.125000
168	-0.156250
169	-0.125000
170	-0.125000
171	-0.093750
172	-0.093750
173	-0.031250
174	-0.000000
175	-0.062500
176	-0.000000
177	-0.031250
178	-0.062500
179	-0.062500
180	-0.125000
181	-0.156250
182	-0.156250
183	-0.093750
184	-0.187500
185	-0.093750
186	-0.062500
187	-0.000000
188	-0.062500
189	-0.062500
190	-0.156250
191	-0.187500
192	-0.250000
193	-0.187500
194	-0.187500
195	-0.125000
196	-0.031250
197	-0.093750
198	-0.062500
199	-0.062500
200	-0.093750
201	0.062500
202	0.031250
203	-0.000000
204	0.031250
205	-0.000000
206	-0.062500
207	-0.031250
208	-0.062500
209	-0.031250
210	0.031250
211	-0.031250
212	-0.093750
213	-0.031250
214	-0.156250
215	-0.187500
216	-0.062500
217	-0.000000
218	-0.031250
219	0.093750
220	-0.000000
221	0.031250
222	0.031250
223	-0.031250
224	-0.031250
225	-0.031250
226	-0.062500
227	-0.000000
228	-0.031250
229	-0.031250
230	0.031250
231	0.031250
232	0.031250
233	0.031250
234	-0.031250
235	0.031250
236	-0.031250
237	-0.062500
238	-0.062500
239	-0.062500
240	-0.062500
241	-0.062500
242	-0.062500
243	-0.031250
244	-0.031250
245	-0.187500
246	-0.218750
247	-0.250000
248	-0.125000
249	-0.125000
250	-0.093750
251	-0.125000
252	-0.156250
253	-0.156250
254	-0.250000
255	-0.281250
256	-0.218750
257	-0.218750
258	-0.156250
259	-0.187500
260	-0.125000
261	-0.218750
262	-0.156250
263	-0.093750
264	-0.062500
265	-0.062500
266	-0.031250
267	-0.062500
268	-0.062500
269	-0.093750
270	-0.125000
271	-0.156250
272	-0.187500
273	-0.187500
274	-0.156250
275	-0.187500
276	-0.218750
277	-0.125000
278	-0.125000
279	-0.125000
280	-0.062500
281	-0.031250
282	-0.125000
283	-0.156250
284	-0.187500
285	-0.156250
286	-0.218750
287	-0.250000
288	-0.250000
289	-0.125000
290	-0.062500
291	-0.031250
292	-0.000000
293	-0.031250
294	0.062500
295	-0.000000
296	-0.062500
297	-0.031250
298	-0.031250
299	-0.000000
300	-0.062500
301	-0.125000
302	-0.125000
303	-0.093750
304	-0.093750
305	-0.093750
306	-0.187500
307	-0.187500
308	-0.156250
309	-0.000000
310	-0.062500
311	-0.062500
312	-0.062500
313	0.062500
314	0.125000
315	0.125000
316	-0.000000
317	0.031250
318	0.031250
319	0.031250
320	-0.031250
321	0.093750
322	0.062500
323	0.031250
324	0.031250
325	-0.000000
326	0.093750
327	0.093750
328	0.031250
329	0.062500
330	-0.000000
331	-0.093750
332	-0.156250
333	-0.093750
334	-0.093750
335	-0.125000
336	-0.125000
337	-0.125000
338	-0.125000
339	-0.156250
340	-0.156250
341	-0.093750
342	-0.031250
343	-0.000000
344	-0.062500
345	-0.000000
346	-0.031250
347	0.031250
348	0.062500
349	0.062500
350	0.062500
351	0.093750
352	0.125000
353	-0.125000
354	-0.031250
355	-0.031250
356	-0.093750
357	-0.125000
358	-0.218750
359	-0.156250
360	-0.125000
361	-0.125000
362	-0.156250
363	-0.156250
364	-0.156250
365	-0.031250
366	-0.062500
367	-0.031250
368	-0.093750
369	-0.125000
370	-0.093750
371	-0.125000
372	0.031250
373	-0.062500
374	-0.093750
375	-0.156250
376	-0.125000
377	-0.062500
378	-0.093750
379	-0.125000
380	-0.062500
381	-0.093750
382	-0.062500
383	-0.000000
384	-0.093750
385	-0.093750
386	-0.031250
387	-0.000000
388	0.125000
389	0.093750
390	0.156250
391	0.156250
392	0.156250
393	0.093750
394	-0.062500
395	-0.156250
396	-0.031250
397	-0.031250
398	-0.062500
399	-0.187500
400	-0.156250
401	-0.156250
402	-0.156250
403	-0.062500
404	-0.093750
405	-0.093750
406	-0.125000
407	-0.093750
408	-0.093750
409	-0.093750
410	-0.031250
411	0.031250
412	-0.000000
413	-0.062500
414	-0.156250
415	-0.187500
416	-0.218750
417	-0.312500
418	-0.343750
419	-0.343750
420	-0.312500
421	-0.281250
422	-0.250000
423	-0.187500
424	-0.187500
425	-0.156250
426	-0.218750
427	-0.250000
428	-0.218750
429	-0.218750
430	-0.093750
431	-0.156250
432	-0.125000
433	0.031250
434	0.062500
435	-0.000000
436	-0.031250
437	-0.031250
438	-0.000000
439	-0.031250
440	0.031250
441	-0.031250
442	-0.031250
443	-0.000000
444	0.031250
445	-0.031250
446	-0.062500
447	-0.093750
448	-0.031250
449	-0.062500
450	0.062500
451	0.031250
452	-0.062500
453	-0.062500
454	-0.125000
455	-0.093750
456	-0.031250
457	-0.093750
458	-0.125000
459	-0.187500
