0.420000	-0.614689	0.000618	0.237234	0.003519	0.378607	0.081029	3.521816	0.121748	57.022670	1.751139
0.422500	-0.623503	0.000645	0.259966	0.003779	0.389589	0.096136	3.837600	0.138119	65.787041	1.829637
0.425000	-0.633727	0.000688	0.302737	0.004161	0.402557	0.126257	4.360615	0.169955	79.736271	2.005837
0.427500	-0.643680	0.000700	0.338609	0.004393	0.415303	0.153240	4.511058	0.133329	88.895729	2.253201
0.430000	-0.656625	0.000730	0.388344	0.004512	0.432221	0.191512	4.907654	0.140476	93.775765	2.268790
0.432500	-0.669405	0.000758	0.441556	0.004604	0.449253	0.237353	5.298488	0.155601	97.645910	2.544447
0.435000	-0.682939	0.000767	0.500204	0.004528	0.467581	0.291196	5.416627	0.155628	94.443924	2.475620
0.437500	-0.695532	0.000781	0.549854	0.004328	0.484983	0.339781	5.614641	0.176471	86.266719	3.924139
0.440000	-0.710549	0.000763	0.606516	0.003937	0.506044	0.398853	5.359879	0.157627	71.403902	4.069144
0.442500	-0.723055	0.000760	0.648754	0.003657	0.523964	0.447609	5.326140	0.154819	61.578456	4.828518
0.445000	-0.735322	0.000695	0.698414	0.002564	0.541663	0.500923	4.448921	0.138101	30.275381	2.196551
0.447500	-0.746797	0.000673	0.727363	0.002298	0.558611	0.539611	4.167598	0.125093	24.317581	2.807011
0.450000	-0.756085	0.000637	0.748241	0.002050	0.572476	0.568264	3.739270	0.113399	19.351157	2.919603
